322,1600,5.27,55.79,0.81
322,1700,5.83,56.46,0.47
322,1800,5.68,55.99,0.85
322,1300,5.02,63.64,1.65
322,1400,3.43,68.98,1.67
322,1500,2.08,79,0.91
322,1600,-0.83,89.6,0.34
322,1700,-3.3,88.3,0.31
322,1800,-4.15,89.4,0.29
322,1900,-3.28,93.4,0.14
322,2000,-1.93,91.5,1.33
322,2100,-2.21,88.3,1.07
322,2200,-2.31,90.8,0.23
322,2300,-3.23,89.4,0.2
322,2400,-4.75,88.1,0.26
323,100,-5.69,95,0.27
323,200,-5.8,92.7,0.42
323,300,-4.97,86.3,0.56
323,400,-4.45,82.4,0.91
323,500,-0.73,81.6,1.94
323,600,-0.21,76.6,2.56
323,700,-2.23,85.9,0.8
323,800,-1,74.6,1.56
323,900,1.86,51.7,2.8
323,1000,4.74,53.88,2.29
323,1100,5.11,51.79,2.72
323,1200,4.56,56.59,2.42
323,1300,3.1,78.4,1.97
323,1400,1.07,86.5,3.32
323,1500,0.25,93.2,3.01
323,1600,-0.26,96.1,2.12
323,1700,-0.39,97.1,0.76
323,1800,-0.46,97.6,0.65
323,1900,-0.43,97.2,0.37
323,2000,-0.39,96.6,0.41
323,2100,0.05,93.3,0.52
323,2200,-0.08,97.4,0.53
323,2300,0.04,96.2,1.45
323,2400,0.02,97.6,1.36
324,100,0.03,97.8,1.99
324,200,0.11,97,1.97
324,300,0.17,98,0.81
324,400,0.08,98.3,1.15
324,500,0.06,98.7,0.87
324,600,-0.1,99.4,0.72
324,700,-0.01,98.6,0
324,800,0.19,97.6,0
324,900,0.42,94.4,1.42
324,1000,0.69,94.7,2.23
324,1100,0.97,89.8,2.06
324,1200,1.68,84.4,2.06
324,1300,1.72,90.4,1.9
324,1400,1.24,87.2,2.29
324,1500,1,71.8,2.23
324,1600,1.39,67.72,1.48
324,1700,0.42,79.4,1.67
324,1800,-0.99,88,2.02
324,1900,-2.31,91.4,1.16
324,2000,-4.16,93.8,0.46
324,2100,-4.88,91.1,0.62
324,2200,-5.29,92,0.56
324,2300,-5.23,90.9,0.65
324,2400,-5.42,93.1,0.86
325,100,-5.29,91.7,0.82
325,200,-3.22,75.2,1.92
325,300,-1.32,74.1,2.37
325,400,-0.97,66.1,2.08
325,500,-1.91,79.7,0.92
325,600,-2.93,85.6,0.36
325,700,-3.59,83.6,0.72
325,800,-2.88,75.3,0.6
325,900,-2.16,70.2,0.37
325,1000,-0.48,60.59,0.53
325,1100,1.76,54.34,0.77
325,1200,1.69,54.25,2.73
325,1300,2.41,53.37,2.92
325,1400,2.19,57.7,2.22
325,1500,1.39,59.19,2.7
325,1600,0.86,56.21,2.07
325,1700,0.89,65.38,3.01
325,1800,-0.17,71.3,1.63
325,1900,-0.78,78.6,1.41
325,2000,-1.02,83.1,1.23
325,2100,-1.5,91.7,1.19
325,2200,-0.91,91,1.16
325,2300,-0.5,85.9,1.32
325,2400,0.34,80,2.27
326,100,1.14,79.7,1.75
326,200,0.92,90.3,0.74
326,300,1.28,84.6,2.32
326,400,1.3,87.9,2.41
326,500,1.26,89.9,2.57
326,600,0.81,89.4,1.2
326,700,1.81,85.9,2.14
326,800,2.44,79.8,2.19
326,900,3.17,76.1,2.35
326,1000,3.54,77.8,2.38
326,1100,4.03,70.4,1.84
326,1200,5.26,63.81,2.2
326,1300,5.02,71.8,2.17
326,1400,4.27,75.7,1.07
326,1500,3.69,82.1,0.99
326,1600,2.53,87.5,1.3
326,1700,1.97,90.1,1.53
326,1800,2.1,84.8,1.62
326,1900,2.97,71.3,1.76
326,2000,3.52,80.8,1.59
326,2100,2.89,77.5,1.95
326,2200,2.82,78.8,1.6
326,2300,2.59,85.2,1.64
326,2400,2.33,84,0.98
327,100,1.97,85.2,1.35
327,200,2.14,84.6,2.22
327,300,1.58,85.5,2.54
327,400,1.35,88.7,1
327,500,0.95,93.8,0.87
327,600,0.88,93.7,0.6
327,700,0.95,90.9,0.73
327,800,2.54,82.1,0.93
327,900,3.02,79.8,0.64
327,1000,4.53,65.1,1.07
327,1100,5.77,60.8,1.47
327,1200,5.63,60.98,2.66
327,1300,5.34,63.78,2.33
327,1400,4.84,68.8,2.27
327,1500,4.64,68.55,2.06
327,1600,4.33,71.7,1.91
327,1700,3.44,82.7,1
327,1800,2.01,83.1,0.44
327,1900,1.74,87,0.49
327,2000,1.44,87.1,0.44
327,2100,1.49,87.6,0.48
327,2200,1.45,87.2,0.6
327,2300,1.38,87.7,0.7
327,2400,1.29,88.6,0.49
328,100,0.95,88.7,0.59
328,200,1.07,87.7,0.66
328,300,0.51,93.2,0.36
328,400,-0.09,92.5,0.3
328,500,-0.14,94.4,0.34
328,600,0.38,92.8,0.55
328,700,0.52,93,0.65
328,800,1.51,86.3,0.6
328,900,3.19,72.1,0.35
328,1000,5.2,63.35,1.02
328,1100,5.64,62.92,1.66
328,1200,5.55,61.71,2.12
328,1300,5.73,63.38,1.81
328,1400,5.49,64.32,1.69
328,1500,4.98,67.93,2.15
328,1600,3.95,70.3,1.28
328,1700,3.95,73.2,1.68
328,1800,3.54,74.7,1.44
328,1900,3.12,82.9,1.04
328,2000,2.87,84.1,1.77
328,2100,2.14,82.7,0.79
328,2200,2.14,85.2,1
328,2300,1.55,83.7,0.55
328,2400,1.06,86.4,0.73
329,100,0.9,84.7,0.66
329,200,0.95,80.4,0.92
329,300,1.49,74,1.12
329,400,1.41,77.7,1.58
329,500,1.19,75.2,1.2
329,600,0.63,81.7,0.93
329,700,-0.46,79.5,0.59
329,800,0.25,78.9,0.71
329,900,0.31,75.3,0.53
329,1000,2.17,66.06,0.48
329,1100,3.73,59.15,0.83
329,1200,4.74,56.86,1.29
329,1300,4.7,57.45,2.11
329,1400,4.59,58.59,1.54
329,1500,4.32,63.34,1.43
329,1600,3.39,70.3,0.67
329,1700,2.2,77.4,0.49
329,1800,1.72,79.5,0.33
329,1900,1.6,80.4,0.36
329,2000,3.13,63.98,1.64
329,2100,2.7,72.4,0.92
329,2200,2.04,75.7,0.64
329,2300,1.83,75.9,0.77
329,2400,2.11,76.7,0.88
330,100,2.18,79.4,0.81
330,200,1.99,82.4,0.85
330,300,1.54,84.4,0.57
330,400,1.77,82.8,0.88
330,500,1.68,87.1,0.53
330,600,2.05,86.4,0.78
330,700,1.42,90.1,0.61
330,800,1.93,91.9,0.74
330,900,2.1,88.2,0.52
330,1000,2.58,86.8,0.75
330,1100,3.36,79.6,0.99
330,1200,3.39,84.1,1.26
330,1300,3.44,79.1,1.43
330,1400,4.06,78.8,0.47
330,1500,3.48,82.7,0.18
330,1600,2.2,87,0.1
330,1700,1.4,90.6,0.12
330,1800,0.82,92.7,0.26
330,1900,0.59,92.9,0.34
330,2000,0.92,92.2,0.31
330,2100,0.69,94.3,0.18
330,2200,0.66,94.3,0.22
330,2300,0.71,96.2,0.65
330,2400,0.58,99.7,0.78
331,100,0.36,100.4,0.56
331,200,0.27,100.8,0.12
331,300,0.18,100.9,0.26
331,400,0.01,101,0.48
331,500,-0.13,101.2,0.73
331,600,-0.25,101.2,0.33
331,700,-0.33,101.2,0.18
331,800,-0.35,101.3,0.12
331,900,-0.3,100.5,0.28
331,1000,0.75,94.7,0.28
331,1100,1.71,89.4,0.51
331,1200,2.3,82.9,0.77
331,1300,2.33,84.8,0.27
331,1400,2.51,81.8,0.35
331,1500,2.15,88,1.38
331,1600,1.41,92.4,0.99
331,1700,0.63,91.5,0.02
331,1800,0.49,89.3,0.49
331,1900,-0.92,92.2,0.32
331,2000,-1.18,91.4,0.22
331,2100,-1.1,89.7,0.05
331,2200,-0.76,90.2,0.17
331,2300,-0.81,92,0.07
331,2400,-0.74,90.4,0.09
332,100,-0.6,90.8,0.17
332,200,-0.66,88.5,0.21
332,300,-0.58,89.7,0.37
332,400,-0.47,90.9,0.17
332,500,-0.58,92.6,0.14
332,600,-0.83,95.9,0.01
332,700,-0.93,96.4,0.04
332,800,-0.74,95.3,0.11
332,900,0.23,86.1,0.29
332,1000,1.29,78.4,0.57
332,1100,3.76,66.81,1.23
332,1200,2.77,61.69,3.16
332,1300,2.89,58.34,3.69
332,1400,2.42,59.83,2.52
332,1500,1.16,70.1,0.63
332,1600,-0.85,78.8,0.11
332,1700,-2.68,84.1,0.19
332,1800,-3.9,87.6,0.23
332,1900,-4.83,86.7,0.04
332,2000,-5.57,86.6,0.1
332,2100,-6.19,87.1,0.33
332,2200,-6.61,87.5,0.06
332,2300,-7.37,89.1,0.11
332,2400,-7.94,90.1,0.21
333,100,-8.15,88.6,0.11
333,200,-8.53,88.9,0.11
333,300,-8.28,88.8,0.27
333,400,-8.88,90.1,0.47
333,500,-9.48,91.4,0.41
333,600,-10.06,92.6,0.13
333,700,-10.04,90.6,0.19
333,800,-10.11,88.3,0.14
333,900,-9.89,89.5,0.23
333,1000,-9.04,84.4,0.17
333,1100,-5.28,56.08,0.56
333,1200,-2.35,50.06,1.81
333,1300,-2.27,40.96,3.45
333,1400,-2.56,45.04,2.74
333,1500,-4.18,56.04,0.69
333,1600,-6.17,71.5,0.14
333,1700,-7.78,77,0.38
333,1800,-9.15,78.8,0.28
333,1900,-9.77,81.1,0.49
333,2000,-10.56,83.3,0.1
333,2100,-11.36,86.4,0.18
333,2200,-12.18,87.7,0.11
333,2300,-12.59,89.6,0.09
333,2400,-12.9,88.8,0.27
334,100,-13.25,89.4,0.14
334,200,-13.52,85.8,0.25
334,300,-14.37,89.1,0.08
334,400,-14.57,87.2,0.09
334,500,-14.83,86.3,0.14
334,600,-15.07,85.9,0.11
334,700,-15.2,85.9,0.14
334,800,-14.97,85.9,0.25
334,900,-14.71,83.2,0.21
334,1000,-13.97,86.2,0.07
334,1100,-9,42.45,0.04
334,1200,-2.1,39.51,0.34
334,1300,-1.8,37.68,0.86
334,1400,-2.11,46.09,0.4
334,1500,-5.05,52.22,0.12
334,1600,-7.42,63.88,0.14
334,1700,-9.24,71.5,0.17
334,1800,-10.66,75.9,0.1
334,1900,-11.17,77.3,0.14
334,2000,-11.84,81.6,0.03
334,2100,-12.25,79.9,0.08
334,2200,-12.64,82.5,0.27
334,2300,-12.91,83.1,0.14
334,2400,-12.9,84,0.02
335,100,-12.88,82.6,0.01
335,200,-12.82,82.5,0.19
335,300,-12.89,84.2,0.1
335,400,-12.9,80.7,0.07
335,500,-12.99,83.5,0.14
335,600,-12.54,81.2,0.13
335,700,-12.67,79.3,0.1
335,800,-11.76,74,0.5
335,900,-10.55,70,0.2
335,1000,-9.77,67.11,0.12
335,1100,-3,31.39,0.1
335,1200,0.22,29.47,1.85
335,1300,0.78,26.32,3.01
335,1400,-0.12,41.42,2
335,1500,-2.18,47.67,0.17
335,1600,-4.21,49.56,0.48
335,1700,-5.67,55.32,0.26
335,1800,-6.75,61.43,0.28
335,1900,-7.61,63.32,0.19
335,2000,-8.08,61.18,0.29
335,2100,-7.39,59.52,0.65
335,2200,-7.71,60.19,0.47
335,2300,-7.57,59.19,0.46
335,2400,-7.71,57.92,0.32
336,100,-6.94,45.93,0.72
336,200,-6.57,58.72,0.44
336,300,-7.52,61.2,0.5
336,400,-7.56,63.21,0.6
336,500,-7.84,68.97,0.39
336,600,-7.41,65.48,0.4
336,700,-6.99,60.19,0.47
336,800,-6.98,64.55,0.43
336,900,-6.89,63.67,0.44
336,1000,-5.83,59.37,0.4
336,1100,-4.51,61.09,0.36
336,1200,-2.58,60.88,0.29
336,1300,-1.28,60.4,0.34
336,1400,-0.33,58.19,0.54
336,1500,-1.84,68.76,0.35
336,1600,-3.51,72.7,0.48
336,1700,-4.2,70.7,0.57
336,1800,-4.47,71,0.47
336,1900,-5.45,74.2,0.4
336,2000,-5.76,70.1,0.36
336,2100,-6.18,74.8,0.41
336,2200,-6.73,72.4,0.38
336,2300,-6.48,72.2,0.46
336,2400,-6.24,72.7,0.53
337,100,-5.92,73,0.34
337,200,-5.81,78.8,0.25
337,300,-6.2,82.4,0.43
337,400,-6.08,82.2,0.47
337,500,-6.33,79,0.7
337,600,-6.64,76.8,0.67
337,700,-6.92,76.9,0.48
337,800,-6.98,71.9,0.75
337,900,-6.7,72.9,0.59
337,1000,-6.27,66.06,0.4
337,1100,-0.44,37.93,0.14
337,1200,2.87,33.2,2.29
337,1300,3.48,25.18,2.94
337,1400,2.25,28.99,1.54
337,1500,-1.26,48.85,0.39
337,1600,-4.1,52.7,0.38
337,1700,-6.3,64.75,0.14
337,1800,-7.62,62.63,0.07
337,1900,-7.69,65.46,0.04
337,2000,-8.51,66.01,0.04
337,2100,-9.34,71.1,0.12
337,2200,-10.29,74.1,0.12
337,2300,-10.94,74.5,0.05
